AIS	
AERONAUTICAL INFORMATION SERVICES
Aerodrome / Heliport in Europe/Greenland
Master gUID	Identifier of Aerodrome	Responsible State	Name of Aerodrome	ICAO Code	IATA Code	Type	(d)Operation code	ARP latitude	ARP Longitude	Datum	Served city	Working hours	Effective date	Originator	System Remark
228388375	EBBT	BELGIUM	BRASSCHAAT	EBBT	 	AD	 	512027N	0043015E	WGE	BRASSCHAAT	TIMSH	12/06/2025	SKEYES	please obtain current usage data from dedicated report
400001103696049	EBBV	BELGIUM	BRECHT / VOCHTEN	EBBV	 	HP	 	511955N	0043728E	WGE	BRECHT	HJ	31/01/2022	SKEYES	 
4581650	EBBX	BELGIUM	BERTRIX / JEHONVILLE	EBBX	 	AD	 	495330N	0051326E	WGE	BERTRIX	NOTAM	20/03/2025	SKEYES	please obtain current usage data from dedicated report
84914806	EBBY	BELGIUM	GENAPPE / BAISY-THY	EBBY	 	AD	 	503407N	0042605E	WGE	GENAPPE	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84914822	EBBZ	BELGIUM	PONT-A-CELLES / BUZET	EBBZ	 	AD	 	503230N	0042252E	WGE	PONT-A-CELLES	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84526950	EBCF	BELGIUM	CERFONTAINE	EBCF	 	AD	 	500910N	0042314E	WGE	CERFONTAINE	TIMSH	07/09/2023	SKEYES	please obtain current usage data from dedicated report
400002862695523	EBCH	BELGIUM	LIEGE / CLINIQUE MONTLEGIA CHC	EBCH	 	HP	 	503854N	0053203E	WGE	 	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
4581677	EBCI	BELGIUM	CHARLEROI / BRUSSELS SOUTH	EBCI	CRL	AD	 	502736N	0042710E	WGE	CHARLEROI	TIMSH	23/03/2023	SKEYES	please obtain current usage data from dedicated report
400005742250463	EBCM	BELGIUM	MERCHTEM / STEPHEX	EBCM	 	HP	 	505641N	0041440E	WGE	MERCHTEM	H24	15/05/2025	SKEYES	 
400002054255906	EBCT	BELGIUM	CASTEAU / SHAPE	EBCT	 	HP	 	503003N	0035853E	WGE	 	 	31/01/2022	SKEYES	 
4581668	EBCV	BELGIUM	CHIEVRES	EBCV	 	AD	 	503433N	0034952E	WGE	CHIEVRES	TIMSH	02/11/2023	SKEYES	please obtain current usage data from dedicated report
800000838274873	EBDR	BELGIUM	ANTWERPEN / COMMANDANT FOURCAULT	EBDR	 	HP	 	511409N	0042422E	WGE	ANTWERPEN	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
76789586	EBDT	BELGIUM	DIEST / SCHAFFEN	EBDT	 	AD	 	510005N	0050343E	WGE	DIEST	HO	08/08/2024	SKEYES	please obtain current usage data from dedicated report
400004718685673	EBDV	BELGIUM	DIKSMUIDE / LEKE	EBDV	 	HP	 	510541N	0025529E	WGE	DIKSMUIDE	HJ	29/12/2022	SKEYES	 
400003465604777	EBDY	BELGIUM	NIVELLES / DYNALI	EBDY	 	HP	 	503431N	0042129E	WGE	 	TIMSH	31/01/2022	SKEYES	 
400003473419777	EBDZ	BELGIUM	DEINZE / DE GROOTE	EBDZ	 	HP	 	505750N	0033234E	WGE	 	HJ	31/01/2022	SKEYES	 
400002337809019	EBEA	BELGIUM	EEKLO / AZ ALMA	EBEA	 	HP	 	511128N	0033204E	WGE	 	H24	31/10/2024	SKEYES	please obtain current usage data from dedicated report
800000838274624	EBEB	BELGIUM	EVERGEM / BELZELE	EBEB	 	HP	 	510603N	0033913E	WGE	EVERGEM	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400002373438533	EBEH	BELGIUM	HYDROBASE DE L'EAU D'HEURE	EBEH	 	AD	 	501101N	0042211E	WGE	 	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400003473419960	EBEM	BELGIUM	SINT-JORIS-WINGE	EBEM	 	HP	 	505422N	0045154E	WGE	 	HJ	13/07/2023	SKEYES	 
358509578	EBEN	BELGIUM	RANST / ENGELS	EBEN	 	HP	 	511242N	0043451E	WGE	RANST	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84914712	EBEU	BELGIUM	EDEGEM / UZA	EBEU	 	HP	 	510921N	0042435E	WGE	EDEGEM	H24	30/11/2023	SKEYES	please obtain current usage data from dedicated report
400004153567175	EBFI	BELGIUM	KNOKKE / FORT ISABELLA	EBFI	 	HP	 	511958N	0032152E	WGE	 	H24	04/11/2021	SKEYES	 
4581673	EBFN	BELGIUM	KOKSIJDE	EBFN	 	AH	 	510525.00N	0023910.27E	WGE	KOKSIJDE	TIMSH	20/03/2025	SKEYES	please obtain current usage data from dedicated report
84914720	EBFR	BELGIUM	FRANCORCHAMPS	EBFR	 	HP	 	502722N	0055714E	WGE	FRANCORCHAMPS	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
4581683	EBFS	BELGIUM	FLORENNES	EBFS	 	AH	 	501436N	0043845E	WGE	FLORENNES	TIMSH	20/03/2025	SKEYES	please obtain current usage data from dedicated report
75103118	EBGB	BELGIUM	GRIMBERGEN / LINT	EBGB	 	AD	 	505655N	0042331E	WGE	GRIMBERGEN	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
18878096	EBGG	BELGIUM	GERAARDSBERGEN / OVERBOELARE	EBGG	 	AD	 	504520N	0035150E	WGE	GERAARDSBERGEN	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400005599448118	EBGH	BELGIUM	GILLY / GRAND HOPITAL DE CHARLEROI	EBGH	 	HP	 	502515N	0042924E	WGE	CHARLEROI	H24	26/12/2024	SKEYES	 
400005468476932	EBGJ	BELGIUM	ENGIS	EBGJ	 	HP	 	503248.8N	0052510.0E	WGE	 	HJ	05/09/2024	SKEYES	 
84914722	EBGT	BELGIUM	GENT / UZ GENT	EBGT	GNE	HP	 	510114N	0034349E	WGE	GENT	H24	02/11/2023	SKEYES	please obtain current usage data from dedicated report
400003060617780	EBGU	BELGIUM	NEVELE	EBGU	 	HP	 	510248N	0033113E	WGE	 	H24	25/01/2024	SKEYES	 
400005426397935	EBHC	BELGIUM	KRUISEM / HOF VAN CLEVE	EBHC	 	HP	 	505413N	0033033E	WGE	KRUISEM	HJ	08/08/2024	SKEYES	 
400003611195629	EBHF	BELGIUM	KALLO / DE PEREL	EBHF	 	HP	 	511608N	0041745E	WGE	LUMMEN	H24	31/01/2022	SKEYES	 
400005557923105	EBHH	BELGIUM	HULSHOUT	EBHH	 	HP	 	510313N	0044745E	WGE	 	HJ	28/11/2024	SKEYES	 
84914728	EBHM	BELGIUM	HASSELT / MAASLAND	EBHM	 	HP	 	505435N	0052056E	WGE	HASSELT	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
18878098	EBHN	BELGIUM	HOEVENEN	EBHN	 	AD	 	511819N	0042326E	WGE	HOEVENEN	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84914841	EBHO	BELGIUM	HOLSBEEK	EBHO	 	HP	 	505512N	0044608E	WGE	HOLSBEEK	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84914732	EBHT	BELGIUM	HOUTHALEN	EBHT	 	HP	 	510051N	0052133E	WGE	HOUTHALEN	TIMSH	10/07/2025	SKEYES	please obtain current usage data from dedicated report
84914784	EBIS	BELGIUM	ATH / ISIERES	EBIS	 	AD	 	503951N	0034816E	WGE	ATH	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400003138455598	EBJS	BELGIUM	ATH / GHISLENGHIEN	EBJS	 	HP	 	504000N	0035213E	WGE	 	H24	31/01/2022	SKEYES	 
400004271552468	EBKD	BELGIUM	HOLSBEEK / KORTRIJK-DUTSEL	EBKD	 	HP	 	505413N	0044822E	WGE	 	HJ	24/02/2022	SKEYES	 
400002610799485	EBKG	BELGIUM	KORTRIJK / AZ GROENINGE	EBKG	 	HP	 	504810N	0031550E	WGE	KORTRIJK	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
18878100	EBKH	BELGIUM	BALEN / KEIHEUVEL	EBKH	 	AD	 	511051N	0051315E	WGE	BALEN	OTHER	25/01/2024	SKEYES	please obtain current usage data from dedicated report
800000471762902	EBKR	BELGIUM	KRUISEM / SONS	EBKR	 	HP	 	505330N	0033003E	WGE	KRUISEM	TIMSH	21/04/2022	SKEYES	please obtain current usage data from dedicated report
4581652	EBKT	BELGIUM	KORTRIJK / WEVELGEM	EBKT	KJK	AH	 	504907N	0031233E	WGE	KORTRIJK	TIMSH	23/03/2023	SKEYES	please obtain current usage data from dedicated report
84526930	EBKW	BELGIUM	KNOKKE-HEIST / WESTKAPELLE	EBKW	 	HP	 	511918N	0031740E	WGE	KNOKKE-HEIST	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400002768876404	EBKZ	BELGIUM	KNOKKE / AZ ZENO	EBKZ	 	HP	 	511943N	0031732E	WGE	KNOKKE	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84914830	EBLC	BELGIUM	LIEGE / CITADELLE	EBLC	 	HP	 	503912N	0053440E	WGE	LIEGE	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400003473420916	EBLD	BELGIUM	RANST / DE VIJVER	EBLD	 	HP	 	511302N	0043328E	WGE	 	HJ	31/01/2022	SKEYES	 
18878102	EBLE	BELGIUM	LEOPOLDSBURG / BEVERLO	EBLE	 	AD	 	510712N	0051826E	WGE	LEOPOLDSBURG	TIMSH	20/04/2023	SKEYES	please obtain current usage data from dedicated report
4581662	EBLG	BELGIUM	LIEGE / LIEGE	EBLG	LGG	AH	 	503811N	0052634E	WGE	LIEGE	H24	13/07/2023	SKEYES	please obtain current usage data from dedicated report
400003473419944	EBLH	BELGIUM	LOTENHULLE	EBLH	 	HP	 	510200N	0032948E	WGE	 	HJ	31/01/2022	SKEYES	 
400003752894356	EBLJ	BELGIUM	LOKEREN / JANSSENS	EBLJ	 	HP	 	510544N	0035506E	WGE	 	TIMSH	06/05/2022	SKEYES	 
400001423612895	EBLM	BELGIUM	MEULEBEKE	EBLM	 	HP	 	505554N	0031738E	WGE	MEULEBEKE	HJ	31/01/2022	SKEYES	 
400003197151905	EBLO	BELGIUM	LOCHRISTI	EBLO	 	HP	 	510503N	0035019E	WGE	 	TIMSH	31/01/2022	SKEYES	 
400003473420881	EBLR	BELGIUM	WAASMUNSTER / RAEMDONCK	EBLR	 	HP	 	510651N	0040216E	WGE	 	HJ	31/01/2022	SKEYES	 
84914736	EBLS	BELGIUM	LIEGE / SART TILMAN	EBLS	 	HP	 	503417N	0053355E	WGE	LIEGE	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400001402792697	EBLT	BELGIUM	LINT	EBLT	 	HP	 	510811N	0042844E	WGE	LINT	H24	31/01/2022	SKEYES	 
621818458	EBLU	BELGIUM	LUMMEN	EBLU	 	HP	 	505931N	0051420E	WGE	LUMMEN	TIMSH	02/03/2022	SKEYES	please obtain current usage data from dedicated report
400003473420925	EBLV	BELGIUM	KORTEMARK	EBLV	 	HP	 	510028N	0030242E	WGE	 	HJ	31/01/2022	SKEYES	 
400002202644370	EBLX	BELGIUM	LIERNEUX	EBLX	 	HP	 	501713N	0054720E	WGE	 	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
1366044126	EBLY	BELGIUM	RANST / LYMAR	EBLY	 	HP	 	511238N	0043436E	WGE	RANST	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
18878104	EBMB	BELGIUM	MELSBROEK	EBMB	 	AH	 	505405N	0042904E	WGE	BRUSSELS	H24	20/03/2025	SKEYES	please obtain current usage data from dedicated report
400004749339779	EBMC	BELGIUM	LODELINSART / MARIE-CURIE	EBMC	 	HP	 	502549N	0042618E	WGE	CHARLEROI	H24	26/01/2023	SKEYES	 
84914696	EBMD	BELGIUM	ANTWERPEN / AZ MIDDELHEIM	EBMD	 	HP	 	511054N	0042516E	WGE	ANTWERPEN	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84914748	EBME	BELGIUM	MEERBEEK	EBME	 	HP	 	505226N	0043549E	WGE	MEERBEEK	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84914800	EBMG	BELGIUM	DOISCHE / MATAGNE-LA-PETITE	EBMG	 	AD	 	500617N	0043817E	WGE	DOISCHE	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400004011040004	EBMH	BELGIUM	MALDEGEM / HUYSMAN	EBMH	 	HP	 	511310N	0032408E	WGE	 	TIMSH	02/03/2022	SKEYES	 
400002104928938	EBMK	BELGIUM	MAARKEDAL / NUKERKE	EBMK	 	HP	 	504655N	0033711E	WGE	MAARKEDAL	HJ	20/02/2025	SKEYES	 
84914782	EBML	BELGIUM	ASSESSE / MAILLEN	EBML	 	AD	 	502227N	0045540E	WGE	ASSESSE	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400002373334881	EBMM	BELGIUM	MAASMECHELEN	EBMM	 	HP	 	505714N	0054217E	WGE	MAASMECHELEN	TIMSH	31/01/2022	SKEYES	 
400003474339859	EBMN	BELGIUM	MEETKERKE / NACHTEGAELE	EBMN	 	HP	 	511439N	0031016E	WGE	 	TIMSH	31/01/2022	SKEYES	 
18878106	EBMO	BELGIUM	MOORSELE	EBMO	 	AD	 	505109N	0030850E	WGE	MOORSELE	TIMSH	25/01/2024	SKEYES	please obtain current usage data from dedicated report
238341928	EBMS	BELGIUM	LIERNEUX / BRA	EBMS	 	HP	 	501918N	0054351E	WGE	LIERNEUX	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84914750	EBMT	BELGIUM	MONTIGNY-LE-TILLEUL	EBMT	 	HP	 	502131N	0042207E	WGE	MONTIGNY-LE-TILLEUL	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400003001585296	EBNB	BELGIUM	NAMUR / BOUGE	EBNB	 	HP	 	502844N	0045306E	WGE	 	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400003868714989	EBNG	BELGIUM	NAMUR / CHU UCL GODINNE	EBNG	 	HP	 	502131N	0045304E	WGE	NAMUR	H24	31/01/2022	SKEYES	 
248251620	EBNH	BELGIUM	OOSTENDE	EBNH	 	HP	 	511140N	0025117E	WGE	OOSTENDE	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
1078284153	EBNK	BELGIUM	NOKERE / SUYS	EBNK	 	HP	 	505246N	0033112E	WGE	NOKERE	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
18878108	EBNM	BELGIUM	NAMUR / SUARLEE	EBNM	 	AD	 	502917N	0044608E	WGE	NAMUR	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
800001266714273	EBNP	BELGIUM	PELT / TILBURGS	EBNP	 	HP	 	511424N	0052504E	WGE	PELT	HJ	23/03/2023	SKEYES	 
400002466003922	EBNR	BELGIUM	ROESELARE / NUYTTEN	EBNR	 	HP	 	505439N	0030613E	WGE	 	TIMSH	31/01/2022	SKEYES	 
400000537547209	EBOB	BELGIUM	OUD-HEVERLEE / BLANDEN	EBOB	 	HP	 	504921N	0044232E	WGE	 	H24	31/01/2022	SKEYES	 
400002466003840	EBOK	BELGIUM	BRUSSELS / GROOT-BIJGAARDEN	EBOK	 	HP	 	505210N	0041650E	WGE	 	TIMSH	31/01/2022	SKEYES	 
84914836	EBOO	BELGIUM	OOSTDIJCKBANK	EBOO	 	HP	 	511628N	0022651E	WGE	OOSTDIJCKBANK	H24	23/02/2023	SKEYES	please obtain current usage data from dedicated report
84914824	EBOR	BELGIUM	VRESSE-SUR-SEMOIS / ORCHIMONT	EBOR	 	AD	 	495423N	0045603E	WGE	VRESSE-SUR-SEMOIS	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
4581666	EBOS	BELGIUM	OOSTENDE-BRUGGE / OOSTENDE	EBOS	OST	AD	 	511156N	0025144E	WGE	OOSTENDE	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400005535472498	EBPC	BELGIUM	TESSENDERLO	EBPC	 	HP	 	510428N	0050716E	WGE	TESSENDERLO	HJ	31/10/2024	SKEYES	 
400005132560176	EBPL	BELGIUM	GESVES	EBPL	 	HP	 	502546N	0050410E	WGE	 	HJ	30/11/2023	SKEYES	 
400003473420906	EBPP	BELGIUM	DEINZE / PIENS	EBPP	 	HP	 	505942N	0033144E	WGE	 	HJ	31/01/2022	SKEYES	 
84914754	EBPW	BELGIUM	PECQ / WARCOING	EBPW	 	HP	 	504320N	0031934E	WGE	PECQ	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400002968338475	EBRD	BELGIUM	ROOSDAAL	EBRD	 	HP	 	504932N	0040549E	WGE	 	TIMSH	02/03/2022	SKEYES	please obtain current usage data from dedicated report
400005204373115	EBRE	BELGIUM	LO-RENINGE	EBRE	 	HP	 	505604N	0024533E	WGE	LO-RENINGE	HJ	25/01/2024	SKEYES	 
400004271552479	EBRL	BELGIUM	KAMPENHOUT	EBRL	 	HP	 	505640N	0043240E	WGE	 	HJ	31/01/2022	SKEYES	 
84914758	EBRO	BELGIUM	RANST / VAN DEN BOSH	EBRO	 	HP	 	511235N	0043515E	WGE	RANST	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
101493467	EBRR	BELGIUM	ROESELARE / RUMBEKE	EBRR	 	HP	 	505436N	0030853E	WGE	ROESELARE	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400003473420889	EBRU	BELGIUM	BEKKEVOORT	EBRU	 	HP	 	505727N	0050055E	WGE	 	HJ	31/01/2022	SKEYES	 
400005355082582	EBSA	BELGIUM	KONINGSHOOIKT	EBSA	 	HP	 	510459N	0043442E	WGE	KONINGSHOOIKT	HJ	13/06/2024	SKEYES	 
400005132560185	EBSB	BELGIUM	SPIERE-HELKIJN	EBSB	 	HP	 	504340N	0032112E	WGE	SPIERE-HELKIJN	HJ	30/11/2023	SKEYES	 
400004614833877	EBSF	BELGIUM	SPA / FRANCORCHAMPS	EBSF	 	HP	 	502548N	0055731E	WGE	 	TIMSH	06/10/2022	SKEYES	 
18878110	EBSG	BELGIUM	SAINT-GHISLAIN	EBSG	 	AD	 	502727N	0034913E	WGE	SAINT-GHISLAIN	TIMSH	03/11/2022	SKEYES	please obtain current usage data from dedicated report
5021233	EBSH	BELGIUM	SAINT-HUBERT / SAINT-HUBERT	EBSH	 	AD	 	500209N	0052415E	WGE	SAINT-HUBERT	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84526899	EBSJ	BELGIUM	BRUGGE / AZ SINT-JAN	EBSJ	 	HP	 	511314N	0031146E	WGE	BRUGGE	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
4581660	EBSL	BELGIUM	ZUTENDAAL	EBSL	 	AD	 	505651N	0053526E	WGE	ZUTENDAAL	TIMSH	18/04/2024	SKEYES	please obtain current usage data from dedicated report
400003494858232	EBSM	BELGIUM	VERREBROEK	EBSM	 	AD	 	511606N	0041031E	WGE	 	HJ	31/01/2022	SKEYES	 
5021276	EBSP	BELGIUM	SPA / LA SAUVENIERE	EBSP	 	AD	 	502857N	0055437E	WGE	SPA	TIMSH	12/06/2025	SKEYES	please obtain current usage data from dedicated report
84914700	EBSS	BELGIUM	BRUGGE / SINT-LUCAS	EBSS	 	HP	 	511103N	0031500E	WGE	BRUGGE	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
86109792	EBST	BELGIUM	SINT-TRUIDEN / BRUSTEM	EBST	 	AH	 	504731N	0051206E	WGE	SINT-TRUIDEN	TIMSH	20/02/2025	SKEYES	please obtain current usage data from dedicated report
73521071	EBSU	BELGIUM	SAINT-HUBERT	EBSU	 	AD	 	500203N	0052624E	WGE	SAINT-HUBERT	NOTAM	20/03/2025	SKEYES	please obtain current usage data from dedicated report
400004999398228	EBSV	BELGIUM	OTTERGEM / ERPE-MERE	EBSV	 	HP	 	505558N	0035704E	WGE	 	HJ	10/08/2023	SKEYES	 
84914764	EBSW	BELGIUM	SINT-PIETERS-LEEUW	EBSW	 	HP	 	504552.00N	0041313.00E	WGE	SINT-PIETERS-LEEUW	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
84914766	EBTK	BELGIUM	TIELEN / KASTERLEE	EBTK	 	HP	 	511701N	0045444E	WGE	TIELEN	OTHER	30/11/2023	SKEYES	please obtain current usage data from dedicated report
400005650105434	EBTM	BELGIUM	MOERKERKE / DEN HOORN	EBTM	 	HP	 	511443N	0032214E	WGE	MOERKERKE	HJ	20/02/2025	SKEYES	 
18878118	EBTN	BELGIUM	GOETSENHOVEN	EBTN	 	AD	 	504654N	0045728E	WGE	GOETSENHOVEN	TIMSH	24/02/2022	SKEYES	please obtain current usage data from dedicated report
18878122	EBTX	BELGIUM	VERVIERS / THEUX	EBTX	 	AD	 	503309N	0055118E	WGE	VERVIERS	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
18878124	EBTY	BELGIUM	TOURNAI / MAUBRAY	EBTY	ZGQ	AD	 	503147N	0032940E	WGE	TOURNAI	TIMSH	02/03/2022	SKEYES	please obtain current usage data from dedicated report
84914704	EBUC	BELGIUM	BRUSSELS / UCL	EBUC	 	HP	 	505111N	0042713E	WGE	BRUSSELS	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
4581654	EBUL	BELGIUM	URSEL	EBUL	 	AD	 	510839N	0032832E	WGE	URSEL	HO	20/03/2025	SKEYES	please obtain current usage data from dedicated report
84914770	EBVE	BELGIUM	VEURNE	EBVE	 	HP	 	510120N	0024048E	WGE	VEURNE	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400002176827309	EBVN	BELGIUM	VLIMMEREN	EBVN	 	HP	 	511823N	0044824E	WGE	 	TIMSH	02/03/2022	SKEYES	please obtain current usage data from dedicated report
84914772	EBVS	BELGIUM	VEURNE / SINT-AUGUSTINUS	EBVS	 	HP	 	510344N	0024010E	WGE	VEURNE	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
338582812	EBVU	BELGIUM	ROTSELAAR	EBVU	 	HP	 	505621N	0044350E	WGE	ROTSELAAR	HJ	23/03/2023	SKEYES	please obtain current usage data from dedicated report
800000963218365	EBWA	BELGIUM	WAASMUNSTER	EBWA	 	HP	 	510722N	0040740E	WGE	WAASMUNSTER	TIMSH	31/01/2022	SKEYES	 
4581658	EBWE	BELGIUM	WEELDE	EBWE	 	AD	 	512339N	0045733E	WGE	WEELDE	HO	20/03/2025	SKEYES	please obtain current usage data from dedicated report
400002430943395	EBWH	BELGIUM	WINGENE / HEMELRIJK	EBWH	 	HP	 	510522N	0031549E	WGE	 	TIMSH	31/01/2022	SKEYES	 
400005204372824	EBWK	BELGIUM	WERVIK	EBWK	 	HP	 	504617N	0030141E	WGE	WERVIK	HJ	25/01/2024	SKEYES	 
400005599447820	EBWP	BELGIUM	WORTEGEM-PETEGEM	EBWP	 	HP	 	505244N	0033205E	WGE	 	HJ	26/12/2024	SKEYES	 
400003752894459	EBWS	BELGIUM	WINGENE / SCHERRENS	EBWS	 	HP	 	510432N	0031756E	WGE	WINGENE	TIMSH	02/03/2022	SKEYES	 
400003473420898	EBWV	BELGIUM	ICHTEGEM	EBWV	 	HP	 	510343N	0030150E	WGE	 	HJ	31/01/2022	SKEYES	 
1409956639	EBWZ	BELGIUM	WINGENE / ZWEVEZELE	EBWZ	 	HP	 	510307N	0031420E	WGE	WINGENE	TIMSH	02/03/2022	SKEYES	please obtain current usage data from dedicated report
400003473420872	EBYC	BELGIUM	GREMBERGEN / DENDERMONDE	EBYC	 	HP	 	510328N	0040551E	WGE	 	HJ	31/01/2022	SKEYES	 
1456134567	EBYP	BELGIUM	IEPER / JAN YPERMAN	EBYP	 	HP	 	505149N	0025348E	WGE	IEPER	H24	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400003197151893	EBZA	BELGIUM	ZEDELGEM / AARTRIJKE	EBZA	 	HP	 	510736N	0030416E	WGE	 	TIMSH	31/01/2022	SKEYES	 
400002466738236	EBZE	BELGIUM	ZELE	EBZE	 	HP	 	510252N	0040108E	WGE	 	TIMSH	31/01/2022	SKEYES	 
18878128	EBZH	BELGIUM	HASSELT / KIEWIT	EBZH	QHA	AD	 	505812N	0052230E	WGE	HASSELT	HJ	31/01/2022	SKEYES	please obtain current usage data from dedicated report
101002172152290	EBZM	BELGIUM	ZOMERGEM	EBZM	 	HP	 	510753N	0033120E	WGE	ZOMERGEM	TIMSH	02/03/2022	SKEYES	please obtain current usage data from dedicated report
218991422	EBZO	BELGIUM	ZONNEBEKE / ZANDVOORDE	EBZO	 	HP	 	504902N	0025828E	WGE	ZONNEBEKE	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
4581656	EBZR	BELGIUM	ZOERSEL / OOSTMALLE	EBZR	OBL	AD	 	511553N	0044512E	WGE	ZOERSEL	TIMSH	30/11/2023	SKEYES	please obtain current usage data from dedicated report
84914826	EBZU	BELGIUM	ZUIENKERKE	EBZU	 	AD	 	511524N	0030826E	WGE	ZUIENKERKE	TIMSH	16/05/2024	SKEYES	please obtain current usage data from dedicated report
18878132	EBZW	BELGIUM	GENK / ZWARTBERG	EBZW	 	AD	 	510052N	0053120E	WGE	GENK	TIMSH	31/01/2022	SKEYES	please obtain current usage data from dedicated report
400002193415806	ED0004	DFS DEUTSCHE FLUGSICHERUNG GMBH	RHEINSTETTEN	 	 	LS	 	48.97777778N	008.3425E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193415808	ED0007	DFS DEUTSCHE FLUGSICHERUNG GMBH	RIESA-CANITZ	 	 	LS	 	51.30216667N	013.223E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193415810	ED0016	DFS DEUTSCHE FLUGSICHERUNG GMBH	RASTATT-BALDENAU	 	 	LS	 	48.87397298N	008.21269247E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193415812	ED0017	DFS DEUTSCHE FLUGSICHERUNG GMBH	BAUMERLENBACH	 	 	LS	 	49.23194444N	009.41916667E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193415814	ED0018	DFS DEUTSCHE FLUGSICHERUNG GMBH	BERNECK	 	 	LS	 	48.57401806N	009.72887472E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400002193415820	ED0021	DFS DEUTSCHE FLUGSICHERUNG GMBH	DEGMARN	 	 	LS	 	49.25972222N	009.27833333E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400002193415822	ED0022	DFS DEUTSCHE FLUGSICHERUNG GMBH	ESSLINGEN-JAEGERHAUS	 	 	LS	 	48.7625N	009.33555556E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400002193415824	ED0024	DFS DEUTSCHE FLUGSICHERUNG GMBH	FARRENBERG	 	 	LS	 	48.38597755N	009.07674767E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400002193415826	ED0026	DFS DEUTSCHE FLUGSICHERUNG GMBH	HAITERBACH-NAGOLD	 	 	LS	 	48.53151413N	008.67680055E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400002193415828	ED0027	DFS DEUTSCHE FLUGSICHERUNG GMBH	HANGENSTEINERHOF	 	 	LS	 	48.93258171N	008.81621827E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400002193415830	ED0028	DFS DEUTSCHE FLUGSICHERUNG GMBH	HAYINGEN	 	 	LS	 	48.28765888N	009.46141801E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
